URL of Story,Headline,Media Outlet,Publication Date,Conflicts,Entered by,Pub Status,Internal Notes,Notes,Created,Internal Review,Conflict Review (HN)
https://www.nytimes.com/2019/04/03/us/politics/house-intelligence-trump-inaugural.html?smid=nytcore-ios-share,House Intelligence Committee Seeks Documents From Trump’s Inaugural,New York Times,2019-04-03,Trump Inaugural Committee,Lynn Walsh,Approved,,,,,
https://www.washingtonpost.com/amphtml/politics/jared-kushner-identified-as-senior-white-house-official-whose-security-clearance-was-denied-by-career-officials/2019/04/03/fefa8dbe-5623-11e9-814f-e2f46684196e_story.html,Jared Kushner identified as senior White House official whose security clearance was denied by career officials,Washington Post,2019-04-03,U.S Department of Justice,Lynn Walsh,Approved,,,,,
https://www.nytimes.com/2019/04/01/us/politics/trump-security-clearances.html,White House Whistle-Blower Tells Congress of Irregularities in Security Clearances,New York Times,2019-04-01,U.S Department of Justice,Lynn Walsh,Approved,,,,,
https://www.buzzfeednews.com/article/emmaloop/in-new-documents-cohen-says-trump-instructed-him-to-lie,"In New Documents, Cohen Says Trump ""Instructed"" Him To Lie",BuzzFeed,2019-04-05,"The Trump Organization,Michael Cohen,Trump Tower Moscow,Russia",Lynn Walsh,Approved,,,,,
https://www.wnycstudios.org/story/trump-inc-trump-moscow-tower-problem,Trump’s Moscow Tower Problem,WNYC,2019-03-21,"The Trump Organization,Trump Tower Moscow,Russia",Lynn Walsh,Approved,,,,,
https://www.washingtonpost.com/graphics/2019/politics/trump-statements-of-financial-condition/?noredirect=on&utm_term=.13c08bffe480,How Donald Trump inflated his net worth to lenders and investors,Washington Post,2019-03-28,"The Trump Organization,Trump Vineyard Estates (Formerly Eric Trump Land Holdings),Trump Tower Commercial,Trump Tower Condominium,Trump National Golf Club - Los Angeles,Deutsche Bank",Lynn Walsh,Approved,,,,,
https://www.wnycstudios.org/story/trump-inc-romanian-prime-minister-guest-trump-hotel,Romanian Prime Minister Is Staying at Trump’s D.C. Hotel,WNYC,2019-03-26,Old Post Office Hotel,Lynn Walsh,Approved,,,,,
https://www.motherjones.com/politics/2019/03/the-trump-organization-is-selling-merchandise-with-images-of-the-white-house/,The Trump Organization Is Selling Merchandise With Images of the White House,Mother Jones,2019-03-24,The Trump Organization,Lynn Walsh,Approved,,,,,
https://www.bloomberg.com/news/articles/2019-03-15/trump-should-pay-5-6-million-penalty-over-charity-n-y-says,"Trump Should Pay $5.6 Million Penalty Over Charity, New York AG Says",Bloomberg,2019-03-15,Donald J. Trump Foundation,Lynn Walsh,Approved,,,,,
https://www.nbcbayarea.com/news/politics/New-York-Attorney-Probing-Trump-Business-Deals-507038091.html,New York Attorney General Investigates Trump Business Deals,Associated Press,2019-03-12,"Deutsche Bank,Investors Savings Bank,Buffalo Bills",Lynn Walsh,Approved,,,,,
https://www.apnews.com/879e975264c4440a910082bc1c3c2e9a,"NYC official: Kushner firm flouted rules, endangered tenants",Associated Press,2019-03-19,Kushner Companies,Lynn Walsh,Approved,,,,,
https://www.nytimes.com/2019/03/18/business/trump-deutsche-bank.html,A Mar-a-Lago Weekend and an Act of God: Trump’s History With Deutsche Bank,New York Times,2019-03-18,"Deutsche Bank,Mar-A-Lago Club",Lynn Walsh,Approved,,,,,
https://www.wsj.com/amp/articles/kushner-cos-scaling-back-in-new-york-as-public-scrutiny-heats-up-11552993200,Kushner Cos. Scaling Back in New York as Public Scrutiny Heats Up,Wall Street Journal,2019-03-19,Kushner Companies,Lynn Walsh,Approved,,,,,
https://www.cnn.com/2019/03/07/politics/michael-cohen-sues-the-trump-organization/index.html,Michael Cohen sues the Trump Organization,CNN,2019-03-07,"The Trump Organization,Michael Cohen",Lynn Walsh,Approved,,,,,
https://www.buzzfeednews.com/amphtml/tasneemnashrulla/trump-tweet-golf-course-turnberry-scotland,"Trump Promoted His Scottish Golf Course In A Tweet About Foreign Policy, Prompting Ethics Concerns",BuzzFeed,2019-03-02,Trump Scotland (Aberdeen and Turnberry),Lynn Walsh,Approved,,,,,
https://amp.cnn.com/cnn/2019/02/28/politics/trump-tower-mueller-manafort/index.html,Trump Tower and Robert Mueller reach a deal over Paul Manafort's condo fees,CNN,2019-02-28,"The Trump Organization,Trump Tower Condominium",Lynn Walsh,Approved,,,,,
https://www.cnn.com/2019/04/24/politics/deutsche-bank-trump-records/index.html,Deutsche Bank begins process of providing Trump financial records to New York's attorney general,CNN,2019-04-24,"Deutsche Bank,Capital One",Bob Goldstraw,Approved,,,,,
https://www.cnn.com/2019/03/19/politics/trump-hotel-case-emoluments-appeal/index.html,DC attorney general says he'll fight Trump hotel case to Supreme Court,CNN,2019-03-19,"Old Post Office Hotel,The Trump Organization",Bob Goldstraw,Approved,,,,,
https://www.washingtonpost.com/politics/2019/04/11/most-potentially-damaging-congressional-investigations-trump-ranked/?utm_term=.cffb1c783a84,"The 6 most potentially damaging congressional investigations for Trump, ranked",Washington Post,2019-04-11,"Russia,The Trump Organization",Heidi Johnson,Approved,,,,,
https://www.washingtonpost.com/business/democrats-subpoena-banks-as-they-probe-trump-finances/2019/04/15/d23a73f8-5feb-11e9-bf24-db4b9fb62aa2_story.html?utm_term=.bdafd5ba005a,Democrats subpoena banks as they probe Trump finances,Washington Post,2019-04-15,"Russia,The Trump Organization,Deutsche Bank,Capital One",Heidi Johnson,Approved,,,,,
https://www.npr.org/2019/04/30/718597829/trump-sues-2-banks-to-block-democrats-from-investigating-his-finances,Trump Sues 2 Banks To Block Democrats From Investigating His Finances,NPR,2019-04-30,"Deutsche Bank,Capital One,The Trump Organization",Lynn Walsh,Approved,,,,,
https://mobile.reuters.com/article/amp/idUSKCN1S80PP,Exclusive: Foreign government leases at Trump World Tower stir more emoluments concerns,Reuters,2019-05-01,"Trump Tower Commercial,Trump Tower Condominium,The Trump Organization",Lynn Walsh,Approved,,,,,
https://www.propublica.org/article/trump-inc-podcast-taxpayers-covered-liquor-bill-for-trump-staffers-and-more-mar-a-lago,"How Taxpayers Covered a $1,000 Liquor Bill for Trump Staffers (and More) at Trump’s Club",ProPublica,2019-05-01,Mar-A-Lago Club,Lynn Walsh,Approved,,,,,
https://www.cnn.com/2019/05/03/politics/emoluments-clause-definition-trump/,What are emoluments and is Trump taking them from foreign powers?,CNN,2019-05-03,"The Trump Organization,Trump International Hotels Management D/B/A Trump Hotel Collection",Bob Goldstraw,,I thought this might be suitable since it's analysis--not just an op-ed.,,,,
https://www.cnn.com/2019/05/02/politics/trump-foreign-leases/index.html,"Foreign diplomats leased condos in Trump-owned buildings, documents show",CNN,2019-05-02,"Trump Tower Condominium,The Trump Organization",Bob Goldstraw,,,,,,
https://www.cnn.com/2019/05/02/politics/trump-bank-subpoena-fight-capital-one-deutsche-bank/index.html,Judge sets plan for fight between Trumps and the House over subpoena to banks,CNN,2019-05-02,Deutsche Bank,Bob Goldstraw,,,,,,
https://www.cnn.com/2019/04/29/politics/trump-lawsuit-capital-one/index.html,Trump team sues Deutsche Bank and Capital One to keep them from turning over financial records to Congress,CNN,2019-04-30,"Capital One,Deutsche Bank",Bob Goldstraw,,,,,,
https://www.cnn.com/2019/04/30/politics/emoluments-lawsuit-congress/index.html,Judge allows congressional Democrats' lawsuit against Trump over business earnings to move forward,CNN,2019-04-30,Trump Hotel,Bob Goldstraw,,,,,,
https://www.washingtonpost.com/politics/a-guide-to-20-inquiries-trump-and-his-allies-are-working-to-impede/2019/05/11/83114574-733a-11e9-9eb4-0828f5389013_story.html?utm_term=.984fa1213bac,A guide to 20 inquiries Trump and his allies are working to impede,Washington Post,2019-05-11,"Old Post Office Hotel,The Trump Organization",Heidi Johnson,,,,,,
https://www.washingtonpost.com/business/on-trumps-tax-returns-many-unanswered-questions/2019/05/08/55f0a74e-71d0-11e9-9331-30bc5836f48e_story.html?utm_term=.6de228cb3f81,"On Trump’s tax returns, many unanswered questions",Washington Post,2019-05-08,The Trump Organization,Heidi Johnson,,,,,,
https://www.washingtonpost.com/business/trump-tees-up-medal-for-tiger-woods-some-question-motives/2019/05/06/a000bd26-7043-11e9-9331-30bc5836f48e_story.html?utm_term=.93e46f8d5475,Trump tees up medal for Tiger Woods; some question motives,Washington Post,2019-05-06,"The Trump Organization,Ace Entertainment (Formerly Trump Casinos Or Trump Taj Mahal),Trump National Doral,Tiger Woods,Trump Dubai",Heidi Johnson,,"5/24/2019 
@Hilary Niles Yes, I do.
 5/18/2019 HN: I created a friendly-name conflict for Tiger Woods for this one. Lynn, do you agree that's worth doing?",,,requires review,
https://www.washingtonpost.com/politics/congressional-democrats-emoluments-lawsuit-targeting-president-trumps-private-business-can-proceed-judge-says/2019/04/30/ae2ae6be-5b9f-11e9-a00e-050dc7b82693_story.html?utm_term=.e37f5e848978,"Congressional Democrats’ emoluments lawsuit targeting President Trump’s private business can proceed, judge says",Washington Post,2019-04-30,"The Trump Organization,Old Post Office Hotel",Heidi Johnson,,,,,,
https://www.washingtonpost.com/business/hearing-set-in-trump-fight-over-bank-subpoenas/2019/05/02/f6a35a66-6cf2-11e9-bbe7-1c798fb80536_story.html?utm_term=.3dba057247f1,Hearing set in Trump fight over bank subpoenas,Washington Post,2019-05-02,"The Trump Organization,Russia",Heidi Johnson,,,,,,
https://www.propublica.org/article/trump-inc-podcast-taxpayers-covered-liquor-bill-for-trump-staffers-and-more-mar-a-lago,https://www.propublica.org/article/trump-inc-podcast-taxpayers-covered-liquor-bill-for-trump-staffers-and-more-mar-a-lago,ProPublica,2019-05-01,"The Trump Organization,Mar-A-Lago Club",Heidi Johnson,,,,,,
https://www.cnn.com/2019/05/13/politics/trump-subpoena-case/,Trump's legal team tries to slow down subpoena case,CNN,2019-05-13,"Capital One,Deutsche Bank",Bob Goldstraw,,,,,,
https://www.cnn.com/2019/05/14/politics/trump-emoluments-democrats-subpoena/index.html,"Justice Department asks judge to pause emoluments case, argues Trump is too busy",CNN,2019-05-15,"Trump Hotel,Old Post Office Hotel",Bob Goldstraw,,,,,,
https://www.washingtonpost.com/politics/7-key-questions-about-what-president-trumps-company-faces-in-2019/2019/01/07/ad87c4aa-0d2c-11e9-831f-3aa2c2be4cbd_story.html?utm_term=.c93c2b290db1,7 key questions about what President Trump’s company faces in 2019,Washington Post,2019-05-16,"The Trump Organization,Old Post Office Hotel",Heidi Johnson,,,,,,
https://www.npr.org/2019/05/20/725126001/white-house-says-its-blocking-don-mcgahn-from-testifying-in-congress,Judge Rules Against Trump In Subpoena Fight As White House Blocks McGahn Testimony,NPR,2019-05-20,The Trump Organization,Heidi Johnson,,,,,,
https://www.npr.org/2019/05/16/724115959/trump-financial-disclosures-show-drop-in-mar-a-lago-income,Trump Financial Disclosures Show Drop In Mar-A-Lago Income,NPR,2019-05-16,"The Trump Organization,Old Post Office Hotel",Heidi Johnson,,,,,,
https://www.propublica.org/article/trump-inc-podcast-deutsche-bank-donald-trump,"Why Did Deutsche Bank Keep Lending to Donald Trump? — “Trump, Inc.” Podcast",ProPublica,2019-05-22,"The Trump Organization,Russia",Heidi Johnson,,,,,,
https://www.washingtonpost.com/national/court-oks-expedited-appeal-in-ny-trump-bank-records-case/2019/05/31/b4d7e590-83ac-11e9-b585-e36b16a531aa_story.html?utm_term=.ca65dbfe7063,Court OKs expedited appeal in NY Trump bank records case,Washington Post,2019-05-31,The Trump Organization,Heidi Johnson,,,,,,
https://www.propublica.org/article/trump-inc-podcast-andrew-mccabe-russia-donald-trump,"“Trump, Inc.” and Former FBI Deputy Chief Andrew McCabe Compare Notes",ProPublica,2019-05-29,"The Trump Organization,Russia",Heidi Johnson,,,,,,
https://www.propublica.org/article/trump-companies-accused-tax-evasion-panama,Trump Companies Accused of Tax Evasion in Panama,ProPublica,2019-06-03,Trump Panama,Hilary Niles,,"@Lynn Walsh I found this recent news when I was updating the Trump Panama description in the course of friendly name consolidation. There are some others I'm going to add, too. I'll leave their pub status unapproved pending your review. Thanks! ",,,,checked
https://www.apnews.com/bcba3f280f5f4ce78cc10a865ca617cb,Trump’s company asked Panama president to help in hotel spat,Associated Press,2018-04-09,Trump Panama,Hilary Niles,,,,,,checked
https://www.cnn.com/2018/02/28/politics/panama-trump-hotel-raid/index.html,Armed authorities enter Trump hotel in Panama amid standoff over legal dispute,CNN,2018-02-28,Trump Panama,Hilary Niles,,,,,,checked
https://www.reuters.com/article/us-panama-trump/panama-says-it-wont-intervene-to-help-trump-with-hotel-dispute-idUSKBN1HG382,Panama says it won't intervene to help Trump with hotel dispute,Reuters,2018-04-09,Trump Panama,Hilary Niles,,,,,,checked
https://www.latimes.com/world/la-fg-panama-trump-20180226-story.html,Panama's government steps into Trump hotel dispute,LA Times,2018-02-26,Trump Panama,Hilary Niles,,,,,,checked
https://www.reuters.com/article/us-usa-trump-panama/panamas-president-to-visit-trump-at-white-house-on-june-19-idUSKBN18W2Q1,Panama's president to visit Trump at White House on June 19,Reuters,2017-06-05,Trump Panama,Hilary Niles,,,,,,checked
https://www.pbs.org/newshour/politics/panama-development-saga-offers-insight-trump-business-practices,Panama building saga offers insight into Trump practices,PBS,2015-10-11,Trump Panama,Hilary Niles,,,,,,
